intent_id,role,intent_name,desc,utterence,entity
14,murid,student_achivement,Murid Melihat Prestasi,min liat prestasi Budi d gdg A tgl 1/5/22 juara 2 fisika.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Kk mna ya jdwl guru?,[]
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,Mohon bantu saya membuka halaman daftar guru sekolah.,[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,cek khadiran Wulan Guritno tahun ajaran 2023/2024,"[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Saya ingin mengakses jadwal guru hari ini.,[]
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,"Min, mnta lg aktvtas usr yg trbru.",[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,grafik kehadiran sy Fikri Alamsyah tahun ajaran 2024/2025,"[""nama_murid"", ""tahun_ajaran""]"
6,guru,teacher_view_student_details,Guru melihat detail murid,Pak cek Aldo Wirawan thn 23/24 nisn 009564738 kls 8B,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Bagaimana prosedur untuk melihat diagram nilai Yoga Saputra pada tahun akademik 2021/2022?,"[""nama_murid"", ""tahun_ajaran""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,Saya ingin menuju halaman kontrol utama administrator.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Andei 22/23 nilai cek.,"[""nama_murid"", ""tahun_ajaran""]"
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,Chart nilai Wulan TA 2021/2022 mana?,"[""nama_murid"", ""tahun_ajaran""]"
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,Mau bukain halaman absi.,[]
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,"Bu, tolong buka halaman rekap absensi siswa.",[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,halaman murid,[]
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,Gmn grafik nilai siswa bernama Miko thn 2021/2022?,"[""nama_murid"", ""tahun_ajaran""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Bu, saya perlu masuk ke halaman admin utama.",[]
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,Mohon bantu buka halaman absensi untuk verifikasi data.,[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,liat halaman data siswa,[]
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Pak, bntu masukin sy ke dash admin.",[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Hlm nilai error? mau ke sna.,[]
6,guru,teacher_view_student_details,Guru melihat detail murid,"Min, saya mau lihat detail Yudha Prakoso tahun ajaran 2022/2023 NISN 002345678 kelas 7C","[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,cek hak akses adm sekarang.,[]
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,Saya ingin membuka tampilan daftar seluruh guru.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Min, cek nilai Fajar tahun ajaran 2019/2020 boleh?","[""nama_murid"", ""tahun_ajaran""]"
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,"Min, saya mau lihat rekap kehadiran per siswa.",[]
16,admin,admin_settings,Admin Melihat pengaturan Admin,"Kak, di mana setelan keamanan admin?",[]
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,Mau lihat rekap hr ini.,[]
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,"Kk, tolong munculin log usr.",[]
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,"Pak, tolong tampilkan informasi aktivitas user.",[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Silakan alihkan saya ke halaman pengaturan nilai siswa.,[]
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Saya ingin memeriksa jadwal aktivitas guru.,[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Bntu bka hln nil guru.,[]
6,guru,teacher_view_student_details,Guru melihat detail murid,"Pak, saya perlu info murid Maya Sari tahun ajaran 2021/2022 NISN 006543218 kelas 9A","[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,liat setelan notifikasi sms adm,[]
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Kk jdwl guru dong skrg.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Intann nlia 19/20.,"[""nama_murid"", ""tahun_ajaran""]"
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,cek halaman daftar siswa,[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,Mau liat grafik kehadiran Cindy Claudia tahun ajaran 2022/2023 dong.,"[""nama_murid"", ""tahun_ajaran""]"
6,guru,teacher_view_student_details,Guru melihat detail murid,"Kak, cek detail murid Farhan Rizki tahun ajaran 2022/2023 NISN 003214569 kelas 7A","[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,"Halaman buat absen, buka",[]
6,guru,teacher_view_student_details,Guru melihat detail murid,"Min, tolong tampilkan profil Febri Andika tahun ajaran 2023/2024 NISN 009123876 kelas 8A","[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Pengen klol nliai, linknya mna.",[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Liat chart nilai Joko thn 2024/2025,"[""nama_murid"", ""tahun_ajaran""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,Tolong kembalikan saya ke halaman beranda panel admin.,[]
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,tgl15 Mei 2025 Andi Nugroho hadir?,"[""nama_murid"",""tanggal""]"
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,Mohon bantuannya untuk menampilkan data seluruh murid,[]
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,"Min, pengen tahu grafik nilai Ian tahun kemarin.","[""nama_murid"", ""tahun_ajaran""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Min, boleh bantu bukain halaman kelola nilai guru?",[]
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,Mohon bantu menampilkan daftar guru pada halaman terkait.,[]
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,"Bu, tolong buka data absensi Bayu Haryo tanggal 29 April 2025.","[""nama_murid"",""tanggal""]"
10,murid,student_scores_view,Murid Redirect Halaman Nilai,Saya membutuhkan akses menuju halaman nilai akademik.,[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,"Kak, mau cek kehadiran Wahyu Setiawan tahun ajaran 2024/2025.","[""nama_murid"", ""tahun_ajaran""]"
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,"Bu, saya butuh lihat daftar guru, bisa dibuka?",[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,Saya memerlukan halaman ringkasan nilai pembelajaran.,[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,Saya ingin mengecek visualisasi kehadiran murid Hendra Wijaya pada tahun ajaran 2023/2024.,"[""nama_murid"", ""tahun_ajaran""]"
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,data kehadiran ak Yunita Sari di thn ajaran 2023/2024,"[""nama_murid"", ""tahun_ajaran""]"
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,grafik kehadiran Galih Prasetya tahun ajaran 2023/2024 dong,"[""nama_murid"", ""tahun_ajaran""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,Saya ingin kembali ke halaman dashboard admin.,[]
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Jadwal guru dlu ya min.,[]
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,Saya ingin memeriksa seluruh riwayat penggunaan aplikasi oleh user.,[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Tolong berikan visualisasi nilai rapor milik Rizky Pratama selama tahun ajaran 2023/2024,"[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Saya ingin mengecek jadwal tugas guru.,[]
14,murid,student_achivement,Murid Melihat Prestasi,"Pak, tolong tampilkan prestasi Nadia di Aula Pusat tanggal 22 Juni 2024 untuk Juara 3 Lomba Baca Puisi.","[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
6,guru,teacher_view_student_details,Guru melihat detail murid,"Min, jelita Nuraini thn 23/24 nisn 008912345 kls 8B cek dong","[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Mau liat kelola nilai dong min.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Pak, saya mau cek nilai Nia tahun ajaran 2018/2019.","[""nama_murid"", ""tahun_ajaran""]"
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,Tolong cek absensi Hendra Wijaya pada tanggal 8 Agustus 2025.,"[""nama_murid"",""tanggal""]"
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Tolong tampilkan informasi nilai milik Tono pada tahun ajaran 2023/2024.,"[""nama_murid"", ""tahun_ajaran""]"
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Saya membutuhkan rekap nilai Budi pada tahun ajaran 2019/2020.,"[""nama_murid"", ""tahun_ajaran""]"
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,"Kak, bisakah buka tampilan daftar guru?",[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Kak, tolong bukain akses halaman kelola nilai guru.",[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Nli Maya 22/23 tlg dliatin.,"[""nama_murid"", ""tahun_ajaran""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Sy mau liat data Nina pny nilai thn 2024/2025,"[""nama_murid"", ""tahun_ajaran""]"
14,murid,student_achivement,Murid Melihat Prestasi,kak tlong liat prestasi Rama d aula seltn tgl 6/4/22 esai.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,liat chart kehadiran Dani Setiawan thn ajaran 2023/2024 dong,"[""nama_murid"", ""tahun_ajaran""]"
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Min, nli Andi 22/23 cptan dong.","[""nama_murid"", ""tahun_ajaran""]"
6,guru,teacher_view_student_details,Guru melihat detail murid,Kk liat Gilng Stwn thn 21/22 nisn 005678912 kls 9B?,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,Chart nilai Dita thn ajaran lalu mana?,"[""nama_murid"", ""tahun_ajaran""]"
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,Grafik nilai Deni thn ajaran 2023/2024.,"[""nama_murid"", ""tahun_ajaran""]"
6,guru,teacher_view_student_details,Guru melihat detail murid,Min liat'in detil Andi Pratama thn 22/23 nisn 003451289 kls 7A dong,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,Lgg aktivitas user mau dibka.,[]
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,"Pak, liat rekam aktvts usr skrg.",[]
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Tolong tampilkan jadwal kerja guru.,[]
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,Saya ingin mengakses kembali halaman dashboard administrator.,[]
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,Fajar Kurnia tgl 01/09/2025 absen dia?,"[""nama_murid"",""tanggal""]"
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,"Pak, saya minta rekap hadir Rika Amelia untuk tanggal 16 April 2025.","[""nama_murid"",""tanggal""]"
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,Silakan tampilkan daftar aktivitas user pada hari ini.,[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Saya mau lihat summary nilai Rudi buat tahun ajaran 2023/2024 ini,"[""nama_murid"", ""tahun_ajaran""]"
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,"Min, ak mw cek guru2.",[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Min, aku butuh buka halaman kelola nilai sekarang.",[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Min, liatn nli Andi thn ajrn 21/22.","[""nama_murid"", ""tahun_ajaran""]"
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Kk, nli Siti 23/24 liat ya.","[""nama_murid"", ""tahun_ajaran""]"
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,AbsenRizky Pratama10 April 2025,"[""nama_murid"",""tanggal""]"
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,Gmn cara akses grafik nilai Uli thn ajaran 2022/2023?,"[""nama_murid"", ""tahun_ajaran""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Ahmad nliainya 2024/2025 berpa?,"[""nama_murid"", ""tahun_ajaran""]"
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,"Kak, tolong tampilkan kehadiran Citra Sari 10 September 2025.","[""nama_murid"",""tanggal""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,"Min, cek pengaturan jadwal pelajaran untuk admin.",[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,"Kak, bantu bukain tampilan nilai aku dong.",[]
6,guru,teacher_view_student_details,Guru melihat detail murid,"Bu, tolong tampilkan informasi Tiara Putri tahun ajaran 2023/2024 NISN 008654321 kelas 8C","[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Liat nilai Bella thn 2022/2023 min,"[""nama_murid"", ""tahun_ajaran""]"
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,Bagaimana prosedur untuk melihat daftar murid,[]
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,Saya ingin mengakses halaman kehadiran siswa.,[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,Saya hendak memeriksa data kehadiran siswa Rini Wulandari untuk periode tahun ajaran 2023/2024.,"[""nama_murid"", ""tahun_ajaran""]"
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,liat data murid sekolah gmn,[]
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,"Min, jadwal guru ada? Tolong tampilkan.",[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Pke mskn ak ke hlmn ngatur nilai dong.,[]
6,guru,teacher_view_student_details,Guru melihat detail murid,Min jlita Nurani th 23/24 nisn 008912345 kls 8B ad?,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,"Bu, bisa bantu bukain jadwal mengajar guru?",[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Aryya 2018/2019 nli mau liat.,"[""nama_murid"", ""tahun_ajaran""]"
14,murid,student_achivement,Murid Melihat Prestasi,min tampil prestasi Aldi d aula psat tgl 20/7/24 juara musik.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
10,murid,student_scores_view,Murid Redirect Halaman Nilai,"Kak, minta tolong bukain rekap nilai aku dong.",[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Kak, munculin halaman khusus buat ngatur nilai dong.",[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,Kak bisa kasih lihat daftar siswa gak,[]
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,"Kak, jadwal guru bisa ditampilin?",[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Tolong tampilkan halaman khusus guru untuk mengatur nilai.,[]
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,Halman guru pnya mana.,[]
14,murid,student_achivement,Murid Melihat Prestasi,min mnta prestasi Karin d lap tngr tgl 8/10/24 medal emas.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
6,guru,teacher_view_student_details,Guru melihat detail murid,Kk tlg cek Farhan Rizki thn 22/23 nisn 003214569 kls 7A,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
10,murid,student_scores_view,Murid Redirect Halaman Nilai,"Kak, tolong kasih akses buat lihat nilai aku.",[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,grafik kheadiran Amel Carla thn ajaran 2022/2023 brp,"[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,"Min, boleh bantu tampilin jadwal guru?",[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Bu, aku mau lihat nilai Tono tahun ajaran 2021/2022.","[""nama_murid"", ""tahun_ajaran""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Hlm nli guru mau.,[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Liat chart nilai Budi thn 2023/2024 gmn?,"[""nama_murid"", ""tahun_ajaran""]"
