intent_id,role,intent_name,desc,utterence,entity
107,guru,teacher_score_delete,Guru Menghapus Data nilai,Saya mau menghapus data nilai Nadia Putri pada pelajaran Bahasa Inggris tahun 2022/2023.,"[""nama_murid"", ""nama_mapel"", ""tahun_ajaran""]"
24,admin,admin_parents_delete,Admin Menghapus Data Wali Murid,Hapus data wali murid dengan email eko.santoso@outlook.com.,"[""email""]"
17,admin,admin_student_grafik_nilai,Admin Melihat Data statistik nilai Murid berdasarkan tahun ajaran,Lihat grafik nilai siswa dari kode tahun ajaran awal 2023/2024 ke akhir 2025/2026.,"[""kode_tahun_ajaran_awal"" ""kode_tahun_ajaran_akhir""]"
38,admin,admin_subject_update,Admin Mengubah Data Mata Pelajaran,"Admin mau mengubah data mapel Bahasa Inggris, kode ENG03, pengampu baru Pak Andi.","[""kode_mapel"", ""nama_mapel"", ""nama_guru_pengampu""]"
72,admin,admin_stud_violations_detail,Admin Melihat Detail Data Pelanggaran Siswa,Tampilkan salah satu pelanggaran di sistem hari ini,"[""tanggal""]"
76,admin,admin_stud_achivements_delete,Admin Menghapus Data Prestasi Siswa,Hapus data prestasi siswa tanpa detail lokasi dan tanggal,"[""nama_prestasi""]"
75,admin,admin_stud_achivements_update,Admin Mengubah Data Prestasi Siswa,Ubah salah satu prestasi siswa di daftar tanpa menyebut tanggalnya,"[""nama_prestasi""]"
73,admin,admin_stud_achivements_view,Admin Redirect ke Halaman Daftar Prestasi Siswa,Tolong arahkan ke menu prestasi murid,[]
91,murid,student_settings,Murid Redirect Halaman Settings,Aku mau buka halaman pengaturan akun.,[]
95,ortu,parents_student_violations_view,Wali Redirect Halaman Pelanggaran Murid ,Buka halaman daftar pelanggaran anak.,[]
108,guru,teacher_attendance_view,Guru Redirect ke Halaman Daftar Kehadiran,Arahkan ke bagian kehadiran murid.,[]
22,admin,admin_redirect_parents_edit,Admin Redirect ke halaman Edit Wali Murid,Tolong tampilkan menu pengeditan wali murid.,[]
107,guru,teacher_score_delete,Guru Menghapus Data nilai,Tolong hapus nilai Nadia Putri pelajaran Kimia tahun 2023/2024.,"[""nama_murid"", ""nama_mapel"", ""tahun_ajaran""]"
65,admin,admin_achivement_add,Admin Menambah Data Prestasi,Buat prestasi Peraih Beasiswa Sekolah bernilai 45 poin.,"[""nama_prestasi"", ""poin_prestasi""]"
102,ortu,parents_student_grafik_nilai,Wali Melihat Data statistik nilai Murid berdasarkan tahun ajaran,Coba tampilkan perbandingan nilai anak saya berdasarkan tahun ajaran.,"[""tahun_ajaran_awal"", ""tahun_ajaran_akhir""]"
28,admin,admin_academic_year_add,Admin Menambah Data Tahun Ajaran ,Tolong daftarkan kode tahun ajaran 20251.,"[""kode_ta""]"
39,admin,admin_subject_delete,Admin Menghapus Data Mata Pelajaran,"Saya ingin hapus pelajaran Matematika, kode MTH03.","[""kode_mapel"", ""nama_mapel""]"
27,admin,admin_academic_year_view,Admin Redirect ke Halaman Daftar Tahun Ajaran,Tampilkan daftar tahun ajaran yang tersedia.,[]
90,murid,student_grafik_nilai,Murid Melihat Data statistik nilai Murid berdasarkan tahun ajaran,Coba tampilkan statistik nilai aku tahun 2022/2023 dan 2023/2024.,"[""nama_murid"", ""tahun_ajaran_awal"", ""tahun_ajaran_akhir""]"
47,admin,admin_class_schedule_delete,Admin Menghapus Data Jadwal Kelas,Tolong hapus jadwal pelajaran hari Kamis untuk kelas 11C.,"[""kelas"", ""hari""]"
84,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,Tolong pindahkan ke tampilan absensi.,[]
102,ortu,parents_student_grafik_nilai,Wali Melihat Data statistik nilai Murid berdasarkan tahun ajaran,Tolong tampilkan tren nilai Rafi Maulana antara tahun ajaran 2021/2022 dan 2023/2024.,"[""nama_murid"", ""tahun_ajaran_awal"", ""tahun_ajaran_akhir""]"
83,murid,student_violations_view,Murid Redirect Halaman Pelanggaran,Tampilkan dashboard pelanggaran aku.,[]
49,admin,admin_score_add,Admin Menambah Data nilai,Tolong input nilai 78 untuk pelajaran Fisika siswa Dedi di tahun ajaran 20241.,"[""nama_murid"", ""nama_mapel"", ""nilai"", ""tahun_ajaran""]"
18,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,Tampilkan status kehadiran Nadia Safira tanggal 10 Oktober 2022.,"[""nama_murid"", ""tanggal""]"
52,admin,admin_session_view,Admin Redirect ke Halaman Daftar Sesi,Tolong tampilkan seluruh daftar sesi.,[]
44,admin,admin_class_schedule_view,Admin Redirect ke Halaman Daftar Jadwal Kelas,Buka halaman yang berisi daftar jadwal kelas.,[]
16,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,Tolong tampilkan rekap nilai Riko Setiawan.,"[""nama_murid""]"
35,admin,admin_class_delete,Admin Menghapus Data Kelas,Mohon hapus data kelas 10D yang diampu Bu Rina.,"[""nama_kelas"", ""nama_wali_kelas""]"
47,admin,admin_class_schedule_delete,Admin Menghapus Data Jadwal Kelas,Hapus jadwal pelajaran IPA kelas 11A tahun ajaran 20251.,"[""kelas"", ""tahun_ajaran"", ""mata_pelajaran""]"
76,admin,admin_stud_achivements_delete,Admin Menghapus Data Prestasi Siswa,Tolong hapus salah satu prestasi lama dari sistem,[]
81,murid,student_achivement_view,Murid Redirect Halaman Prestasi,Tunjukkan semua penghargaan atau prestasi saya.,[]
54,admin,admin_session_update,Admin Mengubah Data Sesi,Perbarui sesi di hari Jumat tanggal 6 September 2024.,"[""tanggal"", ""hari""]"
106,guru,teacher_score_update,Guru Mengubah Data nilai,Saya mau ubah nilai Arif Saputra di Bahasa Inggris untuk tahun ajaran 2023/2024.,"[""nama_murid"", ""nama_mapel"", ""tahun_ajaran""]"
2,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,Tolong akses halaman daftar guru untuk saya.,[]
58,admin,admin_attendance_update,Admin Mengubah Data Kehadiran,Tolong ubah kehadiran Wahyu Adi tanggal 10 September 2024 di kelas 8B jadi hadir.,"[""nama_murid"", ""keterangan""]"
3,admin,admin_redirect_teacher_create,Admin Redirect ke halaman Create Guru,Aku mau buat akun guru baru.,[]
18,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,Tolong tampilkan absensi hari ini untuk semua murid.,[]
86,murid,student_grafik_kehadiran,Murid  Melihat Data statistik kehadiran Murid berdasarkan tahun ajaran,Aku mau lihat tren absensi Nadia Putri dari tahun 2020/2021 hingga 2021/2022,"[""nama_murid"", ""tahun_ajaran_awal"", ""tahun_ajaran_akhir""]"
9,admin,admin_redirect_student_create,Admin Redirect ke halaman Create Murid,Arahkan ke halaman tambah siswa sekolah.,[]
91,murid,student_settings,Murid Redirect Halaman Settings,Tolong arahkan aku ke menu settings.,[]
96,ortu,parents_student_attendants_view,Wali Redirect Halaman Kehadiran Murid,Tolong redirect ke halaman kehadiran,[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,"Buka halaman siswa, tolong.",[]
71,admin,admin_stud_violations_delete,Admin Menghapus Data Pelanggaran Siswa,Admin mau hapus pelanggaran Dina Pramesti karena tidak membawa perlengkapan olahraga tanggal 15 Agustus 2024.,"[""nama_murid"", ""nama_pelanggaran"", ""tanggal""]"
54,admin,admin_session_update,Admin Mengubah Data Sesi,Edit sesi akademik di hari Rabu tanggal 4 September 2024.,"[""tanggal"", ""hari""]"
49,admin,admin_score_add,Admin Menambah Data nilai,Tolong tambahkan data nilai untuk pelajaran Kimia.,"[""nama_mapel""]"
57,admin,admin_attendance_add,Admin Menambah Data Kehadiran,"Admin ingin menambah kehadiran baru siswa Andi Pratama, kelas 10A, tanggal 22 Agustus 2024, dengan status Hadir.","[""nama_murid"", ""nama_kelas"", ""tanggal"", ""status_kehadiran""]"
60,admin,admin_violence_view,Admin Redirect ke Halaman Daftar Pelanggaran,Arahkan saya ke daftar pelanggaran yang aktif di semester ini.,[]
57,admin,admin_attendance_add,Admin Menambah Data Kehadiran,"Inputkan presensi siswa Sinta Lestari, tanggal 28 Agustus 2024, status Izin, kelas 11B.","[""nama_murid"", ""nama_kelas"", ""tanggal"", ""status_kehadiran""]"
10,admin,admin_student_add,Admin Menambahkan Data Murid,"Tambah murid baru dengan NISN 0091827364, tahun ajaran 2024/2025.","[""nisn"" ""tahun_ajaran""]"
76,admin,admin_stud_achivements_delete,Admin Menghapus Data Prestasi Siswa,Hapus data prestasi Putri Ayu tanggal 21 Agustus 2024 lomba pidato.,"[""nama_murid"", ""nama_prestasi"", ""tanggal""]"
95,ortu,parents_student_violations_view,Wali Redirect Halaman Pelanggaran Murid ,"Buka laman pelanggaran murid, ya",[]
62,admin,admin_violence_update,Admin Mengubah Data Pelanggaran,Saya ingin memperbarui nilai poin untuk pelanggaran Bolos Sekolah jadi 20.,"[""nama_pelanggaran"", ""poin_pelanggaran""]"
93,ortu,parents_student_achivement_view,Wali Redirect Halaman Prestasi Murid ,Coba buka laman prestasi sekarang.,[]
94,ortu,parents_student_violations,Wali Melihat Pelanggaran Murid ,Tolong tampilkan laporan pelanggaran Arif Saputra di kelas 9A.,"[""nama_murid"", ""lokasi""]"
47,admin,admin_class_schedule_delete,Admin Menghapus Data Jadwal Kelas,Admin ingin menghapus salah satu jadwal pelajaran.,[]
43,admin,admin_lesson_hour_delete,Admin Menghapus Data Jam Pelajaran,"Hapus jam ke-5 pada hari Jumat, jam 11:00–12:00, keterangan Imtaq.","[""hari"",""jam_ke"",""jam_mulai"",""jam_selesai"",""keterangan""]"
78,admin,admin_settings,Admin Melihat pengaturan Admin,Arahkan ke bagian pengaturan sistem.,[]
112,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Saya mau lihat jadwal mengajar saya hari ini.,[]
103,ortu,parents_settings,Wali Murid Redirect Halaman pengaturan,Buka pengaturan sistem untuk wali murid,[]
14,admin,admin_student_chart_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tahun ajaran,"Saya mau lihat laporan kehadiran Laila Putri, tahun ajaran 2024/2025.","[""nama_murid"" ""tahun_ajaran""]"
56,admin,admin_attendance_view,Admin Redirect ke Halaman Daftar Kehadiran,Tampilkan halaman daftar absensi guru dan siswa,[]
18,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,Tampilkan rekap absensi murid Fahri untuk 15 Desember 2022.,"[""nama_murid"", ""tanggal""]"
23,admin,admin_parents_update,Admin Mengubah Data Wali Murid,Ganti alamat orang tua murid Rudi Hartono jadi Jl. Mawar Selatan No. 3.,"[""nama_wali_murid"", ""alamat""]"
49,admin,admin_score_add,Admin Menambah Data nilai,Tambahkan data nilai baru untuk siswa Sinta di tahun ajaran 20252.,"[""nama_murid"", ""tahun_ajaran""]"
34,admin,admin_class_update,Admin Mengubah Data Kelas,"Mohon ubah data kelas 10D, wali kelas Bu Rina.","[""nama_kelas"", ""nama_wali_kelas""]"
29,admin,admin_academic_year_update,Admin Mengubah Data Tahun Ajaran ,"Tolong ubah tahun ajaran 2023/2024 ke 2024/2025, semester genap","[""tahun_mulai"", ""tahun_selesai"", ""kode_ta""]"
77,admin,admin_stud_achivements_detail,Admin Melihat Detail Data Prestasi Siswa,Saya ingin tahu detail prestasi Joko Prabowo lomba robotik di laboratorium.,"[""nama_murid"", ""nama_prestasi"", ""lokasi""]"
50,admin,admin_score_update,Admin Mengubah Data nilai,Tolong ubah nilai pelajaran Kimia.,"[""nama_mapel""]"
79,admin,admin_log_activity,Admin Melihat Log Aktivitas User,Tolong tampilkan riwayat tindakan user,[]
2,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,Dapatkah Anda mengarahkan saya ke halaman guru?,[]
13,admin,admin_student_delete,Admin Menghapus Data Murid,Saya ingin menghapus informasi siswa kelas 12 IPA 1.,"[""kelas""]"
103,ortu,parents_settings,Wali Murid Redirect Halaman pengaturan,"Tolong buka halaman setting, ya.",[]
64,admin,admin_achivement_view,Admin Redirect ke Halaman Daftar Prestasi,Saya mau lihat seluruh catatan prestasi siswa.,[]
65,admin,admin_achivement_add,Admin Menambah Data Prestasi,Buat prestasi baru bernilai 15 poin.,"[""poin_prestasi""]"
6,admin,admin_teacher_update,Admin Mengubah Data Guru,Tolong update data guru yang tadi saya buka.,[]
55,admin,admin_session_delete,Admin Menghapus Data Sesi,Tolong hapus sesi pelajaran hari Selasa tahun ajaran 20252.,"[""hari"", ""tahun_ajaran""]"
26,admin,admin_roles_view,Admin Redirect ke Halaman Daftar Roles,Tampilkan daftar role lengkap.,[]
71,admin,admin_stud_violations_delete,Admin Menghapus Data Pelanggaran Siswa,Admin mau hapus pelanggaran Miko Santoso tanggal 23 Agustus 2024 di area parkir.,"[""nama_murid"", ""lokasi"", ""tanggal""]"
28,admin,admin_academic_year_add,Admin Menambah Data Tahun Ajaran ,"Buat data tahun ajaran baru 2025/2026, semester genap dengan kode 20252.","[""tahun_mulai"", ""tahun_selesai"", ""kode_ta""]"
58,admin,admin_attendance_update,Admin Mengubah Data Kehadiran,Perbarui kehadiran di kelas 8A tanggal 12 September 2024 jadi hadir.,[]
13,admin,admin_student_delete,Admin Menghapus Data Murid,"Hapus data siswa lama atas nama Tika Lestari, tahun ajaran 2024/2025.","[""nama_murid"" ""tahun_ajaran""]"
47,admin,admin_class_schedule_delete,Admin Menghapus Data Jadwal Kelas,"Hapus jadwal pelajaran Matematika di kelas 10A hari Senin untuk tahun ajaran 20241, guru pengampu Pak Budi.","[""kelas"", ""tahun_ajaran"", ""hari"", ""mata_pelajaran"", ""guru_pengampu""]"
48,admin,admin_score_view,Admin Redirect ke Halaman Daftar nilai,Tolong buka halaman daftar nilai.,[]
100,ortu,parents_student_scores_view,Wali Redirect Halaman Nilai Murid,Buka halaman nilai di dashboard,[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,Saya ingin membuka halaman daftar siswa sekolah.,[]
80,murid,student_achivement,Murid Melihat Prestasi,Tunjukin prestasi,[]
3,admin,admin_redirect_teacher_create,Admin Redirect ke halaman Create Guru,"Aku pengen nambahin guru, halamannya di mana ya?",[]
53,admin,admin_session_add,Admin Menambah Data Sesi,Admin mau menambah sesi kegiatan untuk tahun ajaran 20241.,"[""tahun_ajaran""]"
3,admin,admin_redirect_teacher_create,Admin Redirect ke halaman Create Guru,Coba buka halaman input guru baru.,[]
44,admin,admin_class_schedule_view,Admin Redirect ke Halaman Daftar Jadwal Kelas,Saya ingin mengakses halaman data jadwal kelas.,[]
90,murid,student_grafik_nilai,Murid Melihat Data statistik nilai Murid berdasarkan tahun ajaran,Tampilkan data grafik nilai Fajar Nugraha antara 2021/2022 dan 2022/2023,"[""nama_murid"", ""tahun_ajaran_awal"", ""tahun_ajaran_akhir""]"
2,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,Di mana aku bisa lihat daftar guru?,[]
90,murid,student_grafik_nilai,Murid Melihat Data statistik nilai Murid berdasarkan tahun ajaran,Tunjukkan perbandingan nilai aku antar tahun ajaran.,"[""nama_murid""]"
110,guru,teacher_attendance_update,Guru Mengubah Data Kehadiran Murid,Saya mau ubah data absensi yang salah.,[]
20,admin,admin_redirect_parents_create,Admin Redirect ke halaman Create Wali Murid,Pindahkan ke menu tambah wali murid.,[]
72,admin,admin_stud_violations_detail,Admin Melihat Detail Data Pelanggaran Siswa,Lihat catatan pelanggaran Oki Prasetyo tanggal 25 Agustus 2024 di kantin sekolah,"[""nama_murid"", ""tanggal"", ""lokasi""]"
4,admin,admin_teacher_add,Admin Menambahkan Data Guru,"Tambahkan guru bernama Dina Lestari, NIP 19910088, alamat Jl. Kenanga 15.","[""nama_guru"", ""nip"", ""alamat""]"
92,ortu,parents_student_achivement,Wali Melihat Prestasi Murid ,Coba tampilkan pencapaian Siti Nurhaliza di lomba IPA tingkat provinsi,"[""nama_murid"", ""lokasi"", ""nama_prestasi""]"
81,murid,student_achivement_view,Murid Redirect Halaman Prestasi,Bisa tampilkan pencapaian saya?,[]
66,admin,admin_achivement_update,Admin Mengubah Data Prestasi,Revisi prestasi Aktif di Kegiatan Sekolah dengan nilai 30 poin.,"[""nama_prestasi"", ""poin_prestasi""]"
41,admin,admin_lesson_hour_add,Admin Menambah Data Jam Pelajaran,"Admin mau menambahkan jam ke-4 hari Kamis, mulai 10:00 sampai 11:00, keterangan Bahasa Inggris.","[""hari"",""jam_ke"",""jam_mulai"",""jam_selesai"",""keterangan""]"
61,admin,admin_violence_add,Admin Menambah Data Pelanggaran,Admin ingin buat pelanggaran Membolos Ekstrakurikuler poinnya 5.,"[""nama_pelanggaran"", ""poin_pelanggaran""]"
100,ortu,parents_student_scores_view,Wali Redirect Halaman Nilai Murid,Tampilkan halaman nilai di portal,[]
17,admin,admin_student_grafik_nilai,Admin Melihat Data statistik nilai Murid berdasarkan tahun ajaran,Saya mau akses data nilai Reza Maulana dari 2023/2024 ke 2025/2026.,"[""nama_murid"" ""kode_tahun_ajaran_awal"" ""kode_tahun_ajaran_akhir""]"
64,admin,admin_achivement_view,Admin Redirect ke Halaman Daftar Prestasi,Tolong buka halaman pencapaian murid.,[]
17,admin,admin_student_grafik_nilai,Admin Melihat Data statistik nilai Murid berdasarkan tahun ajaran,Perlihatkan grafik nilai Ayu Larasati dari 2023/2024 sampai 2025/2026.,"[""nama_murid"" ""kode_tahun_ajaran_awal"" ""kode_tahun_ajaran_akhir""]"
53,admin,admin_session_add,Admin Menambah Data Sesi,Saya ingin menambah sesi pada tanggal 5 September 2024 untuk tahun ajaran 20252.,"[""tanggal"", ""tahun_ajaran""]"
50,admin,admin_score_update,Admin Mengubah Data nilai,Ubah nilai ini,[]
29,admin,admin_academic_year_update,Admin Mengubah Data Tahun Ajaran ,"Ubah data tahun ajaran dari 2025-2026 jadi 2026-2027, kode 20261","[""tahun_mulai"", ""tahun_selesai"", ""kode_ta""]"
46,admin,admin_class_schedule_update,Admin Mengubah Data Jadwal Kelas,"Tolong ubah jadwal untuk kelas 11A hari Senin, pelajaran Kimia.","[""kelas"", ""hari"", ""mata_pelajaran""]"
60,admin,admin_violence_view,Admin Redirect ke Halaman Daftar Pelanggaran,Saya mau cek catatan pelanggaran hari ini.,[]
58,admin,admin_attendance_update,Admin Mengubah Data Kehadiran,Ubah data kehadiran Lina Amalia di kelas 10B jadi izin karena keluarga berduka.,"[""nama_murid"", ""tanggal"", ""status_kehadiran""]"
111,guru,teacher_attendance_delete,Guru Menghapus Data Kehadiran Murid,Saya ingin menghapus entri kehadiran murid.,[]
71,admin,admin_stud_violations_delete,Admin Menghapus Data Pelanggaran Siswa,Admin ingin hapus pelanggaran Putri Ayu terkait membawa alat elektronik tanggal 26 Agustus 2024.,"[""nama_murid"", ""nama_pelanggaran"", ""tanggal""]"
83,murid,student_violations_view,Murid Redirect Halaman Pelanggaran,Pindahkan aku ke halaman pelanggaran.,[]
